Product Id	Type	Description	Unit	Vendor	Location	Reference	Compatibility	Category	Comission Percent	Commission Flat	Stock	Reserved	Ordered	Minimum Stock	Last Price	Cost Markup	Cost	Retail Price	Retail Date	Wholesale Price	Whole Date	Cost Date	Init Stock	Stock Date	Last Invoice	Last Order	Total Sales	Init Date	Gross	Total Sold	Remarks 1	Remarks 2	Remarks 3	Remarks 4	Remarks 5	Remarks 6
FALKEN225	225/75R16	FALKEN 225/75R16 WILDPEAK H/T		FALKEN			NEW TIRES		0.00	0.00	79	0	0	0	109.39	13.00	123.61	120.00	02/20/2015	110.00	07/01/2014	09/15/2014	91	01/29/2015	458661	11276	34703.00	01/01/0001	2487.20	300.00						
FALKEN23	235/75R17.5	FALKEN 235/75R17.5 18P RI128		FALKEN		62540726	NEW TIRES		0.00	0.00	40	-4	0	0	229.43	13.00	259.25	245.00	01/23/2015	225.00	01/23/2015	02/26/2015	5	01/30/2015	457337	12688	13107.80	01/01/0001	1226.88	52.00						
FALKEN235	235/85R16	FALKEN 235/85R16 WILDPEAK HT		FALKEN		28806474	NEW TIRES		0.00	0.00	18	0	0	0	101.25	13.00	114.41	130.00	08/11/2014	120.00	08/11/2014	01/09/2015	26	01/29/2015	458299	12510	28293.00	01/01/0001	3320.14	218.00						
FALKEN245	245/75R16	FALKEN 245/75R16 WILDPEAK HT		FALKEN		2880494	NEW TIRES		0.00	0.00	6	0	0	0	109.45	13.00	123.67	135.00	08/11/2014	125.00	08/11/2014	01/09/2015	13	01/29/2015	458808	12510	25596.00	01/01/0001	3867.65	195.00						
FALKEN2452	245/75R16	FALKEN 245/75R16 R52 10PR HD		FALKEN		28697991	NEW TIRES		0.00	0.00	18	0	0	0	127.47	13.00	144.04	150.00	08/11/2014	140.00	08/11/2014	11/18/2014	19	01/29/2015	458379	12323	990.00	01/01/0001	-29.76	8.00						
FALKEN2552	225/75R16	FALKEN 225/75R16 R52 10PR HD		FALKEN		28697627	NEW TIRES		0.00	0.00	104	0	0	0	123.07	13.00	139.07	140.00	02/20/2015	130.00	02/20/2015	11/18/2014	104	01/29/2015	457023	12323	1120.00	01/01/0001	12.37	9.00						
FALKEN26	265/75R16	FALKEN 265/75R16 WILDPEAK HT		FALKEN			NEW TIRES		0.00	0.00	9	0	0	0	138.46	13.00	156.46	146.00	08/11/2014	136.00	01/30/2014	10/30/2013	11	01/17/2015	458063	10814	3937.00	01/01/0001	357.82	27.00						
FALKEN265	265/70R17	FALKEN 265/70R17 WILDPEAK HT		FALKEN			NEW TIRES		0.00	0.00	0	-2	0	0	122.89	13.00	138.86	150.00	08/25/2014	140.00	08/25/2014	10/10/2014	7	01/17/2015	457397	12139	23270.00	01/01/0001	4889.56	142.00						
FALKEN315	315/80R22.5	FALKEN 315/80R22.5 RI-128 18PR		FALKEN		62668949	NEW TIRES		0.00	0.00	16	0	0	0	415.96	13.00	470.03	495.00	08/11/2014	475.00	08/11/2014	01/08/2015	17	01/23/2015	457497	12465	24445.00	01/01/0001	3231.04	51.00						
FALKEN3552	235/85R16	FALKEN 235/85R16 R52 10PR HD		FALKEN		28697992	NEW TIRES		0.00	0.00	32	0	0	0	122.53	13.00	138.45	145.00	08/11/2014	135.00	08/11/2014	11/18/2014	32	01/29/2015	457196	12323	2955.00	01/01/0001	504.40	20.00						
FET	FET TAX	FET TAX		CONSOL					0.00	0.00	0	0	0	0	1.00	13.00	1.13	0.00		0.00		12/17/2007	0	12/18/2007	458375	1257	20992.01	06/13/2007	19723.01	1285.00						
FET .TAX	FET TAX	.FET TAX.							0.00	0.00	0	0	0	0	0.00	13.00	0.00	0.00		0.00		02/25/2010	0	02/25/2010	458498	0	3777.08	01/01/0001	3777.08	182.00						
FET TAX.	FET TAX	FET TAX.							0.00	0.00	0	0	0	0	0.00	13.00	0.00	0.00		0.00		04/17/2009	0	04/17/2009	458357	0	2544.40	01/01/0001	2544.40	92.00						
FET TAX..	FET TAX	F.E.T. TAX					TUBES		0.00	0.00	0	0	0	0	0.00	13.00	0.00	0.00	02/25/2010	0.00	02/25/2010	02/25/2010	0	02/25/2010	458890	0	30788.64	01/01/0001	30788.64	1122.00						
FIELDMATE10	10-16.5	SECURITY 10-16.5 HD 10PR		FOREIGN			NEW TIRES		0.00	0.00	4	0	0	0	92.99	13.00	105.07	195.00	09/22/2014	175.00	09/22/2014	02/13/2015	6	02/13/2015	458820	10865	2720.00	01/01/0001	674.22	22.00						
FIELDMATE12	12-16.5	POWERKING 12-16.5 12PR XD		TREADWAYS		KRG27A	NEW TIRES		0.00	0.00	35	0	0	0	105.06	13.00	118.71	145.00	09/17/2014	135.00	09/17/2014	12/30/2014	38	02/13/2015	458630	12474	23740.00	01/01/0001	5439.51	166.00						
FIELDMATE13	1300-24	FIELDMATE 1300-24 16PR G2 K130		FOREIGN		465Z	NEW TIRES		0.00	0.00	2	0	0	0	267.40	13.00	302.16	320.00	07/02/2014	280.00	07/02/2014	11/13/2013	4	02/11/2015	458518	10865	15105.00	01/01/0001	130.60	56.00						
FIELDMATE14	1400-24	FIELDMATE 1400-24 16PR 2 K130		FOREIGN		468A	NEW TIRES		0.00	0.00	0	0	0	0	313.64	13.00	354.41	380.00	07/02/2014	350.00	07/02/2014	09/05/2014	-1	01/17/2015	453633	10865	12430.00	01/01/0001	2393.52	32.00						
FIELDMATE580	12.5/80-18	OTANI 12.5/80-18 12PR LUG TLS		FOREIGN		328J	NEW TIRES		0.00	0.00	31	0	0	0	165.21	13.00	186.68	220.00	10/13/2011	200.00	10/13/2011	11/26/2014	49	01/17/2015	458722	12357	17405.00	01/01/0001	3928.27	82.00						
FIRE02	800-18	FIRESTONE 8.00-18					NEW TIRES		0.00	0.00	2	0	0	0	1.00	13.00	1.13	200.00		200.00		11/27/2013	2	02/04/2015	0	0	0.00	05/13/2007	0.00	0.00						
FIREST315	315/80R22.5	FIRESTONE 315/80R22.5 20PR		FALCON		FALCON	NEW TIRES		0.00	0.00	8	0	0	0	595.11	13.00	672.47	715.00	12/29/2014	675.00	12/29/2014	01/08/2015	8	01/23/2015	456673	12473	5080.00	01/01/0001	319.12	8.00						
FIRESTONE01	18-19.5	FIRESTONE 18-19.5					NEW TIRES		0.00	0.00	2	0	0	0	1.00	13.00	1.13	250.00	12/08/2008	250.00	12/08/2008	06/27/2013	2	12/17/2014	322391	0	160.00	05/13/2007	158.00	2.00						
FIRESTONE225	225/75R16	FIRESTONE 225/75R16 10PR TRANS		ITCO		107189752	NEW TIRES		0.00	0.00	6	0	0	0	131.99	13.00	149.14	150.00	08/21/2014	140.00	08/21/2014	09/15/2014	6	01/29/2015	456003	10586	21120.00	01/01/0001	2957.58	137.00						
FIRESTONE245	245/70R17	FIRESTONE 245/70R17 10P TRANSF					NEW TIRES		0.00	0.00	3	0	0	0	138.69	13.00	156.71	165.00	01/30/2014	155.00	01/30/2014	01/07/2015	3	01/17/2015	0	0	0.00	01/01/0001	0.00	0.00						
FIT.1400-24	FIT	FIT 1400-24 LEASE $2.10					MOUNTS		0.00	0.00	0	0	0	0	1.00	13.00	1.13	2.10	03/01/2013	2.10	03/01/2013	04/01/2011	0	04/01/2011	458127	0	11955.78	01/01/0001	5713.78	6242.00						
FIT.1800-25	FIT	FIT 1800-25 LEASE $2.10					MOUNTS		0.00	0.00	0	0	0	0	1.00	13.00	1.13	2.10	03/01/2013	2.10	03/01/2013	04/01/2011	0	04/01/2011	458127	0	510951.06	01/01/0001	250409.06	260542.00						
FIT.1800-33	FIT	FIT 1800-33 LEASE $4.00					MOUNTS		0.00	0.00	0	0	0	0	1.00	13.00	1.13	4.00	03/01/2013	4.00	03/01/2013	04/01/2011	0	04/01/2011	458127	0	407103.88	01/01/0001	279467.88	127636.00						
FIT.1800-33 #14	FIT	FIT 1800-33 LEASE #14 $4.00					MOUNTS		0.00	0.00	0	0	0	0	1.00	13.00	1.13	4.00	02/15/2011	4.00	02/15/2011	02/08/2012	0	02/08/2012	414047	0	39240.00	01/01/0001	29430.00	9810.00						
FIT.AIRCHECK	FIT	FIT CHECK & FILL AIR PRESSURE					MOUNTS		0.00	0.00	0	0	0	0	0.00	13.00	0.00	0.00	02/15/2011	0.00	02/15/2011	03/22/2011	0	03/22/2011	369947	0	0.00	01/01/0001	0.00	9.00						
FIT.CALL	FIT	FIT CALL TO THE YARD					ROAD CALL		0.00	0.00	0	0	0	0	0.00	13.00	0.00	0.00		0.00		02/11/2011	0	02/11/2011	451282	0	0.00	01/01/0001	0.00	156.00						
FIT.COOLANT	FIT	FIT TIRE COOLANT							0.00	0.00	0	0	0	0	0.00	13.00	0.00	0.00	10/14/2010	0.00	10/14/2010	02/11/2011	0	02/11/2011	376325	0	0.00	01/01/0001	0.00	90.00						
FIT.MOUNT	FIT	FIT 1800X25 MOUNT & DISMOUNT					MOUNTS		0.00	0.00	0	0	0	0	0.00	13.00	0.00	0.00	10/14/2010	0.00	10/14/2010	02/11/2011	0	02/11/2011	445031	0	0.00	01/01/0001	0.00	331.00						
FIT.MOUNT1	FIT	FIT 1800X33 MOUNT & DISMOUNT							0.00	0.00	0	0	0	0	0.00	13.00	0.00	0.00	10/14/2010	0.00	10/14/2010	02/11/2011	0	02/11/2011	448649	0	0.00	01/01/0001	0.00	259.00						
FITORING	FIT	FIT O-RING					TUBES		0.00	0.00	0	0	0	0	5.00	13.00	5.65	15.00	02/15/2011	15.00	02/15/2011	03/28/2012	0	03/28/2012	448649	0	6090.00	01/01/0001	4035.00	411.00						
FLAP02	FLAPS	FLAP 20 INCH					NEW TIRES		0.00	0.00	0	0	0	0	9.39	13.00	10.61	19.00	12/24/2013	19.00	12/24/2013	02/15/2011	0	02/15/2011	457188	0	3915.50	01/01/0001	2046.89	199.00						
FLAP03	FLAPS	FLAP 24 INCH					NEW TIRES		0.00	0.00	0	0	0	0	16.25	13.00	18.36	25.00	02/27/2012	25.00	02/27/2012	02/15/2011	0	02/15/2011	458605	0	3428.00	01/01/0001	1429.25	123.00						
FLAPS	FLAPS	FLAP					TUBES		0.00	0.00	0	0	0	0	4.00	13.00	4.52	12.00	02/15/2011	12.00	02/15/2011	05/17/2007	0	05/17/2007	458914	753	7519.84	06/02/2007	5123.84	599.00						
FLAT15	FLAT	FLAT REPAIR15					MOUNTS		0.00	0.00	0	0	0	0	0.00	13.00	0.00	15.00		15.00		05/14/2007	0	05/14/2007	458868	0	44673.90	05/14/2007	44673.90	2825.00						
FLAT20	FLAT	FLAT REPAIR					MOUNTS		0.00	0.00	0	0	0	0	10.00	13.00	11.30	20.00		20.00			0		458891	0	300014.55	05/13/2007	163454.55	13656.00						
FLAT25	FLAT	FLAT REPAIR25					MOUNTS		0.00	0.00	0	0	0	0	14.00	13.00	15.82	25.00		25.00			0		458931	0	170619.90	05/13/2007	77645.90	6641.00						
FLAT45	FLAT	FLAT REPAIR45					MOUNTS		0.00	0.00	0	0	0	0	30.00	13.00	33.90	45.00		45.00			0		458929	0	114607.95	05/13/2007	38407.95	2541.00						
FLAT55	FLAT	FLAT REPAIR55					MOUNTS		0.00	0.00	0	0	0	0	35.00	13.00	39.55	55.00		55.00			0		457002	0	5970.00	05/13/2007	2260.00	106.00						
FLAT65	FLAT	FLAT REPAIR65					MOUNTS		0.00	0.00	0	0	0	0	44.00	13.00	49.72	65.00		65.00			0		458690	0	72720.00	05/13/2007	25112.00	1082.00						
FLEET SERVICE	FLEET SERVICE	FLEET SERVICE					MOUNTS		0.00	0.00	0	0	0	0	10.00	13.00	11.30	15.00	12/11/2008	15.00	12/11/2008	12/11/2008	0	05/15/2007	458911	0	68277.45	05/26/2007	40977.45	3041.00						
FOAMFILL	FOAMFILL	FOAMFILL					FOAM FILL		0.00	0.00	539171	0	0	0	0.88	13.00	0.99	1.30	05/10/2012	1.22	06/27/2012	03/25/2008	556002	01/02/2013	458881	0	942207.11	05/13/2007	631253.75	338451.00						
FOAMFILL-PESO	FOAMFILL-PESO	11L16 FOAMFILL LBS (189)					FOAM FILL		0.00	0.00	0	0	0	0	1.10	13.00	1.24	1.30	05/10/2012	1.22	05/10/2012	09/03/2008	-1	01/02/2013	453254	0	2264.70	01/01/0001	1841.20	385.00						
FOAMFILL-PESO2	FOAMFILL-PESO	12.5/80-18 FOAMFILL LBS (250)					FOAM FILL		0.00	0.00	0	0	0	0	1.10	13.00	1.24	1.30	05/10/2012	1.22	05/10/2012	09/03/2008	-500	01/02/2013	395608	0	1080.00	01/01/0001	527.80	502.00						
FOAMFILL-PESO3	FOAMFILL-PESO	10x16.5 FOAMFILL LBS (132)					FOAM FILL		0.00	0.00	0	0	0	0	1.10	13.00	1.24	1.30	05/10/2012	1.22	05/10/2012	09/03/2008	-165	01/02/2013	436299	0	7523.76	01/01/0001	6457.86	969.00						
FOAMFILL-PESO4	FOAMFILL-PESO	5.70-8 FOAMFILL LBS (30)					FOAM FILL		0.00	0.00	0	0	0	0	1.10	13.00	1.24	1.30	05/10/2012	1.22	05/10/2012	09/03/2008	0	01/02/2013	442110	0	320.00	01/01/0001	311.20	8.00						
FOAMFILL-PESO5	FOAMFILL-PESO	4.80-8 FOAMFILL LBS (20)					FOAM FILL		0.00	0.00	0	0	0	0	1.10	13.00	1.24	1.33	05/10/2012	1.20	05/10/2012	09/03/2008	-6	01/02/2013	457204	0	578.46	01/01/0001	524.56	49.00						
FOAMFILL-PESO6	FOAMFILL-PESO	12x16.5 FOAMFILL LBS (200)					FOAM FILL		0.00	0.00	0	0	0	0	1.10	13.00	1.24	1.30	05/10/2012	1.22	05/10/2012	09/03/2008	-629	01/02/2013	457478	0	13392.00	01/01/0001	9379.20	3648.00						
FOAMFILL-PESO7	FOAMFILL-PESO	1300x24 FOAMFILL LBS (498)					FOAM FILL		0.00	0.00	0	0	0	0	1.10	13.00	1.24	1.30	05/10/2012	1.20	05/10/2012	09/03/2008	-2494	01/02/2013	456313	0	16103.60	01/01/0001	12799.20	3004.00						
FOAMFILL01	FOAMFILL	FOAMFILL01					FOAM FILL		0.00	0.00	0	0	0	0	0.88	13.00	0.99	1.30	05/10/2012	1.22	05/10/2012	03/25/2008	0	01/02/2013	458184	0	105834.27	05/15/2007	91154.99	31324.00						
FOAMFILL02	FOAMFILL	FOAMFILL02					FOAM FILL		0.00	0.00	0	0	0	0	0.88	13.00	0.99	1.30	05/10/2012	1.22	05/10/2012	03/25/2008	4	01/02/2013	450748	0	14927.93	01/01/0001	13991.61	1080.00						
FOAMFILL03	FOAMFILL	FOAMFILL03					FOAM FILL		0.00	0.00	0	0	0	0	0.88	13.00	0.99	1.30	05/10/2012	1.25	05/10/2012	03/25/2008	-1	01/02/2013	444835	0	5247.40	06/26/2007	5237.72	17.00						
FOAMFILLSTOCK01	FOAMFILLSTOCK	FoamFill 1300-24 10-hole Std					FOAM FILL		0.00	0.00	0	0	0	0	505.00	13.00	570.65	930.00	05/26/2011	930.00	05/26/2011	03/25/2008	-8	01/02/2013	456313	0	36065.00	01/01/0001	14350.00	43.00						
FOAMFILLSTOCK02	FOAMFILLSTOCK	FoamFill 1300-24 10-Hole Hub					FOAM FILL		0.00	0.00	0	0	0	0	505.00	13.00	570.65	930.00	05/26/2011	930.00	05/26/2011	03/25/2008	0	01/02/2013	455232	0	59416.70	01/01/0001	24066.70	70.00						
FOAMFILLSTOCK03	FOAMFILLSTOCK	FoamFill 1400-24 10-Hole Std					FOAM FILL		0.00	0.00	0	0	0	0	580.00	13.00	655.40	1070.00	05/26/2011	1070.00	05/26/2011	03/25/2008	-19	01/02/2013	436070	0	77395.00	01/01/0001	30995.00	80.00						
FOAMFILLSTOCK04	FOAMFILLSTOCK	FoamFill 1400-24 12-Hole Hub					FOAM FILL		0.00	0.00	0	0	0	0	580.00	13.00	655.40	1070.00	05/26/2011	1070.00	05/26/2011	03/25/2008	-7	01/02/2013	453439	0	19410.00	01/01/0001	7810.00	20.00						
FOAMFILLSTOCK05	FOAMFILLSTOCK	FoamFill 17.5-25 10-Hole Std					FOAM FILL		0.00	0.00	0	0	0	0	687.00	13.00	776.31	1400.00	03/17/2011	1400.00	03/17/2011	03/25/2008	0	01/02/2013	458322	0	19730.00	01/01/0001	8738.00	16.00						
FOAMFILLSTOCK06	FOAMFILLSTOCK	FoamFill 1300-24 8-Hole Std					FOAM FILL		0.00	0.00	0	0	0	0	505.00	13.00	570.65	930.00	05/26/2011	930.00	05/26/2011	03/25/2008	-5	01/02/2013	430758	0	49320.00	01/01/0001	20030.00	58.00						
FORERUNNER125	SOLDOUT	FORERUNNER 12.5/80-18 12PR R-4		TIREMAST			NEW TIRES		0.00	0.00	0	0	0	0	195.22	13.00	220.60	240.00	10/14/2010	220.00	10/14/2010	02/12/2013	0	11/11/2013	422584	9774	7740.00	01/01/0001	1102.52	34.00						
FORERUNNER13	1300-24	SOLIDEAL 1300-24 14PR R4		ROAD			NEW TIRES		0.00	0.00	0	0	0	0	428.00	13.00	483.64	460.00	07/29/2014	430.00	07/29/2014	11/11/2014	0	02/11/2015	453794	12299	21763.00	01/01/0001	5164.24	51.00						
FORERUNNER265	SOLDOUT	FORERUNNER 26.5-25 28PR L3/E3		TIREMAST			NEW TIRES		0.00	0.00	0	0	0	0	1590.00	13.00	1796.70	2100.00	10/14/2010	2000.00	10/14/2010	02/12/2013	0	11/11/2013	415630	9774	3800.00	01/01/0001	620.00	2.00						
FREESTAR09	205/75R14	TOWMAX 205/75R14 6PR		TREADWAYS			NEW TIRES		0.00	0.00	25	0	0	0	41.10	13.00	46.44	69.00	03/11/2013	59.00	03/11/2013	10/24/2014	28	01/19/2015	458879	12215	15781.00	01/01/0001	4268.63	249.00						
FREESTAR10	SOLDOUT	WESTLAKE 225/75R15 TRLR 10PR		TYRES			NEW TIRES		0.00	0.00	0	0	0	0	64.47	13.00	72.85	89.00	09/28/2011	79.00	09/28/2011	01/28/2013	0	01/21/2014	434195	9709	32794.00	01/01/0001	8112.93	417.00						
FREESTAR11	235/80R16	POWERKING/TOWMAX 235/80R16 10P		TREADWAYS			NEW TIRES		0.00	0.00	27	-1	0	0	68.11	13.00	76.96	110.00	01/31/2012	100.00	09/01/2011	11/18/2014	44	01/17/2015	458871	12328	37326.00	01/01/0001	9441.47	370.00						
FUEL SURCHARGE	FUEL SURCHARGE	FUEL SURCHARGE					MOUNTS		0.00	0.00	0	0	0	0	5.00	13.00	5.65	10.00	04/15/2014	10.00	04/15/2014	03/21/2011	0	02/18/2008	458931	0	128957.90	01/01/0001	33978.90	19000.00						
FULLWAY315	315/80R22.5	DOUBLEHAP 315/80R22.5 TR908 20		CHINESE			NEW TIRES		0.00	0.00	2	0	18	0	212.92	13.00	240.59	335.00	07/22/2013	315.00	07/22/2013	01/08/2015	2	01/23/2015	439899	10687	12715.00	01/01/0001	2883.13	36.00						
GALAX06	41/18LL-22	GALAXY 41/18LL-22.5  14PR		KAUFFMAN			NEW TIRES		0.00	0.00	5	0	0	0	1209.13	13.00	1366.32	1300.00	05/08/2013	1200.00	05/08/2013	02/26/2013	5	01/17/2015	434689	9842	18440.00	05/13/2007	1919.09	16.00						
GALAXY05	33X16LL16.1	ALLIANCE 33x16LL-16.1 TURF 10P		KAUFFMAN			NEW TIRES		0.00	0.00	0	0	0	0	357.41	13.00	403.87	590.00	09/09/2009	540.00	09/09/2009	09/20/2011	0	01/17/2015	427200	7223	19610.00	01/01/0001	5119.58	37.00						
GARBAGE	TIRE DISPOS	TIRE DISPOSAL							0.00	0.00	0	0	0	0	1.00	13.00	1.13	8.00		8.00		02/27/2013	0		458919	0	442491.77	05/13/2007	399195.77	43296.00						
GARBAGE15	TIRE DISPOS	TIRE DISPOSAL $15							0.00	0.00	0	0	0	0	1.00	13.00	1.13	15.00		15.00		02/27/2013	0		458927	0	63555.79	05/13/2007	59675.79	3884.00						
GARBAGE180025	TIRE DISPOS	TIRE DISPOSAL 1800x25					MOUNTS		0.00	0.00	0	0	0	0	50.00	13.00	56.50	85.00	04/03/2012	85.00	04/03/2012	03/18/2013	0	03/18/2013	457744	0	12595.00	01/01/0001	5195.00	148.00						
GARBAGE20	TIRE DISPOS	TIRE DISPOSAL $20							0.00	0.00	0	0	0	0	1.00	13.00	1.13	20.00		20.00		02/27/2013	0		458810	0	24100.32	05/13/2007	23085.32	1015.00						
GARBAGE25	TIRE DISPOS	TIRE DISPOSAL $25							0.00	0.00	0	0	0	0	1.00	13.00	1.13	25.00		25.00		02/27/2013	0		458814	0	36324.00	05/13/2007	34857.00	1467.00						
GARBAGE3	TIRE DISPOS	TIRE DISPOSAL LIGHT TRUCK							0.00	0.00	0	4	0	0	1.00	13.00	1.13	3.00		3.00		02/27/2013	0		458875	0	47178.30	05/13/2007	32994.30	14184.00						
GARBAGE38	TIRE DISPOS	TIRE DISPOSAL $30					MOUNTS		0.00	0.00	0	0	0	0	0.00	13.00	0.00	30.00	10/14/2010	30.00	10/14/2010	02/27/2013	0	04/26/2011	458678	0	6841.75	01/01/0001	6841.75	230.00						
GARBAGE39	TIRE DISPOS	TIRE DISPOSAL $8					RHINS		0.00	0.00	0	0	0	0	4.50	13.00	5.08	8.00	10/14/2010	8.00	10/14/2010	02/27/2013	0	03/09/2011	458906	0	24897.00	01/01/0001	10668.00	3162.00						
GARBAGE40	TIRE DISPOS	TIRE DISPOSAL $40							0.00	0.00	0	0	0	0	1.00	13.00	1.13	40.00		40.00		02/27/2013	0		458705	0	30675.40	05/13/2007	29497.40	1178.00						
GARBAGE41	TIRE DISPOS	TIRE DISPOSAL $5					RHINS		0.00	0.00	0	0	0	0	2.50	13.00	2.82	5.00	10/14/2010	5.00	10/14/2010	02/27/2013	0	03/09/2011	458910	0	67758.90	01/01/0001	33953.90	13522.00						
GARBAGE42	TIRE DISPOS	TIRE DISPOSAL $35					MOUNTS		0.00	0.00	0	0	0	0	0.00	13.00	0.00	35.00		35.00		02/27/2013	0	04/26/2011	451680	0	10260.00	01/01/0001	10260.00	294.00						
GARBAGE45	TIRE DISPOS	TIRE DISPOSAL $3					RHINS		0.00	0.00	0	0	0	0	1.00	13.00	1.13	3.00		3.00		02/27/2013	0	03/09/2011	458930	0	48445.00	01/01/0001	32533.00	15912.00						
GARBAGE5	TIRE DISPOS	TIRE DISPOSAL TRUCK TIRE 19.5							0.00	0.00	0	0	0	0	3.00	13.00	3.39	5.00		5.00		02/27/2013	0	05/16/2007	456926	0	61362.98	01/01/0001	25542.98	11940.00						
GARBAGE55	TIRE DISPOS	TIRE DISPOSAL $55							0.00	0.00	0	0	0	0	1.00	13.00	1.13	55.00		55.00		02/27/2013	0		450063	0	13705.67	05/13/2007	13288.67	417.00						
GARBAGE8	TIRE DISPOS	TIRE DISPOSAL TRUCK TIRE							0.00	0.00	0	0	0	0	1.00	13.00	1.13	8.00		8.00		02/27/2013	0		458927	0	301597.87	05/13/2007	265979.87	35628.00						
GENERAL01	1600-25	GENERAL 1600x25 E3 28PR					NEW TIRES		0.00	0.00	1	0	0	0	150.00	13.00	169.50	700.00	10/14/2010	700.00	10/14/2010	12/15/2014	1	09/21/2014	0	0	0.00	01/01/0001	0.00	0.00						
GENERAL55	29.5-29	GENERAL 29.5x29 E3 34PR					NEW TIRES		0.00	0.00	0	0	0	0	2600.00	13.00	2938.00	4000.00		3600.00		08/18/2011	0	01/17/2015	383809	0	11400.00	01/01/0001	3600.00	3.00						
GEO-TRAC45	225/60R16	GOODYEAR 225/60R16		TREADWAYS			NEW TIRES		0.00	0.00	2	-5	0	0	74.69	13.00	84.40	50.00	07/29/2014	50.00	07/29/2014	09/04/2013	2	01/17/2015	435626	10559	134931.00	01/01/0001	29556.79	1297.00						
GEOTRAC01	SOLDOUT	GEO-TRAC LT235/75R15 6PR		TIRECO			NEW TIRES		0.00	0.00	0	0	0	0	86.36	13.00	97.59	110.00	03/15/2012	100.00	03/15/2012	03/15/2012	0	01/12/2015	454510	8148	14524.00	01/01/0001	2916.52	150.00						
GEOTRAC09	245/75R17	CREATION LT245/75R17 10PR		TREADWAYS			NEW TIRES		0.00	0.00	1	0	0	0	86.51	13.00	97.76	115.00	03/11/2013	110.00	09/22/2014	09/04/2013	1	01/29/2015	435760	10559	158997.00	01/01/0001	34974.32	1365.00						
GEOTRAC225	225/75R16	CREATION  225/75R16 10PR		TREADWAYS			NEW TIRES		0.00	0.00	10	0	0	0	74.40	13.00	84.07	105.00	03/11/2013	92.00	03/11/2013	09/15/2014	10	01/29/2015	456910	10559	80853.00	01/01/0001	19810.19	774.00						
GEOTRAC235	235/85R16	TRAILCUTTER 235/85R16 10PR HWY		TREADWAYS			NEW TIRES		0.00	0.00	235	0	0	0	88.83	13.00	100.37	110.00	10/06/2014	100.00	10/06/2014	12/16/2014	279	01/29/2015	458933	12428	56037.00	01/01/0001	13777.29	465.00						
GEOTRAC245	245/75R17	TRAILCUTTER 245/75R17 10PR		TREADWAYS		TBC-HLT19	NEW TIRES		0.00	0.00	13	0	0	0	95.93	13.00	108.40	130.00	02/11/2014	110.00	02/11/2014	12/11/2014	20	01/29/2015	458059	12411	13395.00	01/01/0001	2801.04	101.00						
GEOTRAC265	265/70R17	GEOTRAC 265/70R17 TL 10PR		TIRECO			NEW TIRES		0.00	0.00	1	0	0	0	126.49	13.00	142.93	160.00	06/13/2012	150.00	06/13/2012	08/25/2014	1	01/17/2015	453567	8606	4390.00	01/01/0001	848.28	28.00						
GLOVES	MISC	GLOVES							0.00	0.00	0	0	0	0	1.00	13.00	1.13	2.00		2.00		05/23/2007	0	05/23/2007	458572	0	58435.54	05/29/2007	52269.54	6166.00						
GOGGLES	MISC	GOGGLES							0.00	0.00	0	0	0	0	1.00	13.00	1.13	2.00		2.00		05/23/2007	0	05/23/2007	457249	0	1728.54	06/21/2007	1132.54	596.00						
GOODYEAR55	525/80R25	RETREAD 525/80R25					NEW TIRES		0.00	0.00	1	0	0	0	0.00	13.00	0.00	1200.00		1200.00		04/11/2011	1	01/17/2015	0	0	0.00	01/01/0001	0.00	0.00						
GOODYEAR89	1600-25	GOODYEAR 1600x25 SMOOTH RECAP							0.00	0.00	1	0	0	0	0.00	13.00	0.00	600.00	08/20/2011	600.00	08/20/2011	12/15/2014	1	09/21/2014	0	0	0.00	01/01/0001	0.00	0.00						
GOODYEAR890	1600-25	GOODYEAR 1600x25 E1							0.00	0.00	4	0	0	0	0.00	13.00	0.00	300.00	08/20/2011	300.00	08/20/2011	12/15/2014	4	09/21/2014	391673	0	0.00	01/01/0001	0.00	0.00						
GOODYEAR96	G20 (1400R20)	GOODYEAR 1400R20							0.00	0.00	3	0	0	0	0.00	13.00	0.00	650.00	08/20/2011	650.00	08/20/2011	08/20/2011	3	03/10/2014	0	0	0.00	01/01/0001	0.00	0.00						
GREENSAVER01	33/12.5-15	GREEN 33/12.5-15 TURF					NEW TIRES		0.00	0.00	0	0	0	0	1.00	13.00	1.13	300.00		250.00		06/29/2010	0	01/17/2015	442574	0	300.00	05/13/2007	299.00	1.00						
GREMAX205	205/75R15	GREMAX P205/75R15 M5000 HWY		ACME		GM004	NEW TIRES		0.00	0.00	6	0	0	0	51.75	13.00	58.47	75.00	03/16/2011	65.00	03/16/2011	02/24/2015	0	02/24/2015	0	12679	0.00	01/01/0001	0.00	0.00						
GS01	700-15	GENERALSERVICE 7.00-15 LU					NEW TIRES		0.00	0.00	1	0	0	0	1.00	13.00	1.13	105.00		105.00		07/23/2014	1	02/12/2015	0	0	0.00	05/13/2007	0.00	0.00						
HANK235	235/70R17	HANKOO 235/70R17 RH03		ACME			NEW TIRES		0.00	0.00	4	0	0	0	120.75	13.00	136.44	150.00	03/15/2012	140.00	09/04/2012	05/08/2014	4	01/17/2015	441828	11517	1866.00	01/01/0001	282.60	13.00						
